term,sentiment
lifetime,0
lifework,0
lift,0
liftoff,0
ligament,0
ligature,0
light,1
lighten,1
lighter,0
light-fingered,-1
light-footed,1
light-headed,-1
lighthearted,2
lightheartedly,0
lightheartedness,0
lighthouse,0
lighting,0
lightly,0
lightness,0
lightning,0
lightweight,0
likable,2
like,2
likeable,2
likelihood,0
likely,0
like-minded,1
liken,0
likeness,0
likewise,0
liking,2
lilac,0
lilliputian,0
lilt,0
lilting,1
lily,0
limb,0
limber,1
limbo,-1
lime,0
limelight,0
limerick,0
limestone,0
limit,-1
limitation,-1
limited,-1
limitless,2
limo,0
limousine,0
limp,-1
limpet,0
limpid,1
limpidity,0
limpidly,1
limply,-1
limpness,-1
limy,0
linchpin,0
linden,0
line,0
lineage,0
lineal,0
lineament,0
linear,0
linebacker,0
lineman,0
linen,0
liner,0
linesman,0
lineup,0
linger,0
lingerer,0
lingerie,0
lingering,0
lingeringly,0
lingo,0
lingual,0
linguist,0
linguistic,0
linguistics,0
liniment,0
lining,0
link,0
linkage,0
links,0
linkup,0
linnet,0
linoleum,0
linseed,0
lint,0
lintel,0
lion,0
lioness,0
lionhearted,2
lionize,0
lip,0
lipid,0
liposuction,0
lip-read,0
lipreading,0
lipstick,0
lip-synch,0
liquefaction,0
liquefy,0
liqueur,0
liquid,0
liquidate,0
liquidation,0
liquidity,0
liquor,0
lira,0
lire,0
lisle,0
lisp,0
lissom,1
lissome,1
list,0
listen,0
listener,0
listing,0
listless,-1
listlessly,-1
listlessness,-1
lit,0
lit.,0
litany,0
litchi,0
lite,0
liter,0
literacy,0
literal,0
literally,0
literary,0
literate,2
literati,0
literature,0
lithe,1
lithium,0
lithograph,0
lithographer,0
lithographic,0
lithography,0
lithuanian,0
litigant,0
litigate,0
litigation,0
litigious,-1
litmus,0
litre,0
litter,-1
litterbug,-1
little,0
littleness,0
littoral,0
liturgical,0
liturgy,0
livable,2
live,0
liveable,2
livelihood,0
liveliness,2
livelong,1
lively,1
liven,2
liver,0
liveried,0
liverwurst,0
livery,0
lives,0
livestock,0
livid,-2
living,1
lizard,0
llama,0
llano,0
lo,0
load,0
loaded,0
loader,0
loadstone,0
loaf,0
loafer,-1
loam,0
loamy,0
loan,0
loaner,0
loanword,0
loath,-2
loathe,-3
loathing,-2
loathsome,-2
loaves,0
lob,0
lobby,0
lobbyist,0
lobe,0
lobed,0
lobotomy,0
lobster,0
local,0
locale,0
locality,0
localization,0
localize,0
locally,0
locate,0
location,0
loch,0
loci,0
lock,0
locker,0
locket,0
lockjaw,-2
lockout,-2
locksmith,0
lockup,-2
loco,0
locomotion,0
locomotive,0
locus,0
locust,0
locution,0
lode,0
lodestar,0
lodestone,0
lodge,0
lodger,0
lodging,0
loft,0
loftily,-1
loftiness,0
lofty,0
log,0
loganberry,0
logarithm,0
logarithmic,0
logger,0
loggerhead,-2
logging,0
logic,0
logical,2
logically,2
logician,0
logistic,0
logistical,0
logistically,0
logistics,0
logjam,-1
logo,0
logotype,0
logrolling,0
loin,0
loincloth,0
loiter,-1
loiterer,-1
loll,0
lollipop,0
lollygag,-1
lollypop,0
lone,-1
loneliness,-1
lonely,-1
loner,-1
lonesome,-2
long,0
long.,0
long-distance,-1
longevity,2
longhair,0
longhand,0
longhorn,0
longing,0
longingly,0
longitude,0
longitudinal,0
longitudinally,0
long-lasting,2
long-lived,2
long-range,1
longshoreman,0
long-suffering,-2
long-term,0
long-winded,-2
look,0
look-alike,0
lookout,0
looks,0
loom,0
loon,-1
loony,-1
loop,0
loophole,-1
loose,0
loosely,0
loosen,0
looseness,0
loot,-2
looter,-2
lop,0
lope,0
lopsided,-1
loquacious,-1
loquacity,0
lord,0
lordly,1
lordship,0
lore,0
lorgnette,0
lorry,0
lose,-1
loser,-1
loss,-2
lost,-1
lot,0
lotion,0
lottery,0
lotus,0
loud,-1
loudly,0
loudmouth,-1
loudmouthed,-1
loudness,0
loudspeaker,0
lounge,0
louse,-2
lousiness,-2
lousy,-2
lout,-2
loutish,-2
louver,0
lovable,2
love,2
loveable,2
lovebird,0
loveless,-2
loveliness,2
lovelorn,-1
lovely,2
lovemaking,0
lover,0
lovesick,-2
loving,2
lovingly,2
low,-1
lowbrow,-1
lowdown,0
lower,0
lowercase,0
lower-class,-2
low-key,0
lowland,0
lowliness,-1
lowly,-2
lowness,0
lox,0
loyal,2
loyalist,0
loyally,2
loyalty,2
lozenge,0
luau,0
lube,0
lubricant,0
lubricate,0
lubrication,0
lubricator,0
lucid,2
lucidity,2
lucidly,1
luck,1
luckily,2
luckiness,1
luckless,-2
lucky,2
lucrative,2
lucre,-1
ludicrous,-2
ludicrously,-2
ludicrousness,-2
lug,0
luggage,0
lugubrious,-1
lugubriously,-2
lugubriousness,-2
lukewarm,-1
lull,-1
lullaby,0
lumbago,-2
lumbar,0
lumber,0
lumberjack,0
lumberman,0
lumberyard,0
luminary,2
luminescence,0
luminescent,1
luminosity,0
luminous,1
lummox,-1
lump,0
lumpiness,0
lumpy,0
lunacy,-2
lunar,0
lunatic,-2
lunch,0
luncheon,0
luncheonette,0
lunchroom,0
lunchtime,0
lung,0
lunge,0
lupine,0
lupus,-2
lurch,-1
lure,-1
lurid,-2
luridly,-2
luridness,-2
lurk,-1
luscious,1
lusciously,1
lusciousness,2
lush,1
lust,-2
luster,1
lustful,-2
lustfully,-2
lustily,-2
lustiness,-2
lustre,2
lustrous,1
lusty,-2
lute,0
lutheran,0
luxuriance,2
luxuriant,1
luxuriantly,1
luxuriate,2
luxurious,2
luxuriously,2
luxury,2
lyceum,0
lye,0
lying,-2
lymph,0
lymphatic,0
lynch,-2
lynx,0
lyre,0
lyric,1
lyrical,1
lyrically,0
lyricist,0
lyrics,0
m,0
m.,0
ma,0
macabre,-1
macadam,0
macaroni,0
macaroon,0
macaw,0
mace,0
machete,0
machiavellian,-2
machination,-1
machine,0
machinery,0
machinist,0
machismo,0
macho,0
mackerel,0
mackinaw,0
mackintosh,0
macrame,0
macrobiotic,0
macrocosm,0
macron,0
mad,-2
madam,0
madame,0
madcap,-1
madden,-2
maddening,-2
made,0
mademoiselle,0
made-to-order,0
made-up,-1
madhouse,-2
madly,-2
madman,-2
madness,-2
madras,0
madrigal,0
madwoman,-2
maelstrom,0
maestro,2
mafioso,-2
magazine,0
magenta,0
maggot,-2
magic,2
magical,2
magically,0
magician,0
magisterial,1
magistrate,0
magma,0
magnanimity,2
magnanimous,2
magnanimously,2
magnate,0
magnesia,0
magnesium,0
magnet,0
magnetic,0
magnetically,0
magnetism,2
magnetization,0
magnetize,0
magneto,0
magnification,0
magnificence,3
magnificent,3
magnificently,3
magnifier,0
magnify,0
magnitude,0
magnolia,0
magnum,0
magpie,0
maharaja,0
maharajah,0
maharanee,0
maharani,0
maharishi,0
mahogany,0
maid,0
maiden,0
maidenhood,0
maidenly,0
maidservant,0
mail,0
mailbox,0
mailer,0
mailman,0
maim,-3
main,0
mainframe,0
mainland,0
mainline,0
mainly,0
mainmast,0
mainsail,0
mainspring,0
mainstay,0
mainstream,0
maintain,0
maintenance,0
maize,0
majestic,2
majestically,2
majesty,1
major,1
majority,0
make,0
make-believe,0
maker,0
makeshift,-1
makeup,0
making,0
maladjusted,-2
maladjustment,-2
maladroit,-1
malady,-2
malaise,-2
malapropism,-1
malaria,-2
malarial,-1
malarkey,-1
malay,0
malcontent,-2
male,0
malediction,-2
malefactor,-2
maleness,0
malevolence,-2
malevolent,-2
malevolently,-2
malfeasance,-2
malformation,-2
malformed,-2
malfunction,-1
malice,-2
malicious,-2
maliciously,-2
malign,-2
malignancy,-2
malignant,-2
malignantly,-2
malignity,-2
malinger,-1
malingerer,-2
mall,0
mallard,0
malleability,0
malleable,0
mallet,0
mallow,0
malnourished,-2
malnutrition,-2
malodorous,-2
malpractice,-2
malt,0
maltese,0
maltreat,-2
maltreatment,-2
mama,0
mamma,0
mammal,0
mammalian,0
mammary,0
mammogram,0
mammography,0
mammon,-1
mammoth,0
man,0
manacle,-1
manage,0
manageable,1
management,0
manager,0
managerial,0
manatee,0
mandarin,0
mandate,0
mandatory,0
mandible,0
mandolin,0
mandrake,0
mandrill,0
mane,0
maneuver,0
maneuverability,1
maneuverable,1
maneuvers,0
manful,1
manfully,1
manganese,0
mange,0
manger,0
mangle,-1
mango,0
mangrove,0
mangy,-1
manhandle,-1
manhole,0
manhood,0
manhunt,0
mania,-2
maniac,-2
maniacal,-2
manic,-1
manic-depressive,-2
manicure,0
manicurist,0
manifest,0
manifestation,0
manifestly,0
manifesto,0
manifold,0
manikin,0
manipulate,-1
manipulation,-1
manipulative,-2
manipulator,-1
mankind,0
manliness,0
manly,1
man-made,0
manna,0
manned,0
mannequin,0
manner,0
mannered,2
mannerism,0
mannerly,2
manners,0
mannikin,0
mannish,-1
mannishly,0
manoeuvre,0
manor,0
manorial,0
manpower,0
manse,0
manservant,0
mansion,0
man-sized,0
manslaughter,-2
mantel,0
mantelpiece,0
mantilla,0
mantis,0
mantle,0
mantra,0
manual,0
manually,0
manufacture,0
manufacturer,0
manufacturing,0
manure,0
manuscript,0
manx,0
many,0
map,0
maple,0
mar,-1
maraca,0
marathon,0
maraud,0
marauder,0
marble,0
marbles,0
march,0
marcher,0
marchioness,0
mare,0
margarine,0
margarita,0
margin,0
marginal,-1
marginalia,0
marginally,0
mariachi,0
marigold,0
marihuana,-1
marijuana,-1
marimba,0
marina,0
marinade,0
marinate,0
marine,0
mariner,0
marionette,0
marital,0
maritime,0
marjoram,0
mark,0
markdown,0
marked,0
markedly,0
marker,0
market,0
marketability,0
marketable,1
marketer,0
marketing,0
marketplace,0
marking,0
marksman,0
marksmanship,0
markup,0
marlin,0
marmalade,0
marmoset,0
marmot,0
maroon,0
marquee,0
marquess,0
marquis,0
marquise,0
marriage,0
marriageable,0
married,0
marrow,0
marry,2
marsh,0
marshal,0
marshmallow,0
marshy,-1
marsupial,0
mart,0
marten,0
martial,0
martian,0
martin,0
martinet,0
martini,0
martyr,0
martyrdom,0
marvel,2
marvellous,2
marvelous,3
marvelously,3
marxist,0
marzipan,0
masc.,0
mascara,0
mascot,0
masculine,0
masculinity,0
mash,0
masher,0
mask,0
masked,0
masochism,-2
masochist,-2
masochistic,-2
mason,0
masonic,0
masonry,0
masque,0
masquerade,0
mass,0
massacre,-3
massage,0
masses,0
masseur,0
masseuse,0
massive,0
massively,0
massiveness,0
mass-produce,0
mast,0
mastectomy,0
master,1
masterful,3
masterfully,3
masterly,2
mastermind,0
masterpiece,2
masterstroke,2
masterwork,2
mastery,2
masthead,0
masticate,0
mastication,0
mastiff,0
mastodon,0
mastoid,0
masturbate,0
masturbation,0
mat,0
matador,0
match,0
matchbook,0
matchbox,0
matchless,3
matchmaker,0
matchmaking,0
mate,0
material,0
materialism,-1
materialist,-1
materialistic,-1
materialization,0
materialize,1
materially,0
materials,0
materiel,0
maternal,0
maternally,0
maternity,0
math,0
mathematical,0
mathematically,0
mathematician,0
mathematics,0
matinee,0
matins,0
matriarch,0
matriarchal,0
matriarchy,0
matrices,0
matricide,-2
matriculate,0
matriculation,0
matrimonial,0
matrimony,0
matrix,0
matron,0
matronly,0
matt,0
matte,0
matted,0
matter,0
matter-of-fact,0
matting,0
mattock,0
mattress,0
maturation,0
mature,2
maturely,2
maturity,2
matzo,0
maudlin,-1
maul,-2
maunder,0
mausoleum,0
mauve,0
maven,0
maverick,0
maw,0
mawkish,-1
mawkishly,-1
maxilla,0
maxillae,0
maxim,0
maxima,0
maximize,0
maximum,0
may,0
maybe,0
mayday,-2
mayfly,0
mayhem,-2
mayo,0
mayonnaise,0
mayor,0
mayoral,0
mayoralty,0
maypole,0
maze,0
mazurka,0
me,0
mead,0
meadow,0
meadowlark,0
meager,-1
meagerly,-1
meagerness,-1
meagre,-1
meal,0
mealtime,0
mealy,-1
mealy-mouthed,-2
mean,-2
meander,0
meaning,0
meaningful,2
meaningfully,2
meaningless,-2
meanly,-2
meanness,-2
means,0
meant,0
meantime,0
meanwhile,0
measles,-2
measly,-2
measurable,0
measurably,0
measure,0
measured,0
measureless,0
measurement,0
meat,0
meatball,0
meatloaf,0
meaty,1
mechanic,0
mechanical,0
mechanically,0
mechanics,0
mechanism,0
mechanistic,-1
mechanization,0
mechanize,0
medal,0
medalist,2
medallion,0
meddle,-1
meddler,-1
meddlesome,-2
media,0
mediaeval,0
medial,0
median,0
mediate,0
mediation,0
mediator,0
medic,0
medical,0
medically,0
medicate,0
medication,0
medicinal,0
medicinally,0
medicine,0
medieval,0
mediocre,-1
mediocrity,-1
meditate,0
meditation,0
meditative,1
mediterranean,0
medium,0
medium-sized,0
medley,0
medulla,0
medullae,0
meek,-1
meekly,-1
meekness,0
meet,0
meeting,0
meetinghouse,0
megabyte,0
megahertz,0
megalomania,-2
megalomaniac,-2
megalopolis,0
megaphone,0
megaton,0
melancholia,-1
melancholic,-1
melancholy,-1
melange,0
melanin,0
melanoma,-2
meld,0
melee,0
mellifluous,2
mellow,1
mellowness,0
melodic,2
melodically,2
melodious,2
melodiously,2
melodiousness,2
melodrama,-1
melodramatic,-1
melodramatically,-1
melody,0
melon,0
melt,0
meltdown,-2
member,0
membership,0
membrane,0
membranous,0
memento,0
memo,0
memoir,0
memoirs,0
memorabilia,0
memorable,2
memorably,2
memoranda,0
memorandum,0
memorial,0
memorialize,0
memorization,0
memorize,0
memory,0
men,0
menace,-2
menacingly,-2
menage,0
menagerie,0
mend,1
mendacious,-2
mendacity,-2
mender,0
mendicant,0
menfolk,0
menhaden,0
menial,-1
menially,-1
meningitis,-2
menopause,0
menorah,0
menses,0
menstrual,0
menstruate,0
menstruation,0
menswear,0
mental,0
mentality,0
mentally,0
menthol,0
mentholated,0
mention,0
mentor,0
menu,0
meow,0
mercantile,0
mercenary,-2
merchandise,0
merchant,0
merchantman,0
merciful,2
mercifully,2
merciless,-2
mercilessly,-2
mercurial,-1
mercury,0
mercy,1
mere,-1
merely,0
meretricious,-1
merganser,0
merge,0
merger,0
meridian,0
meringue,0
merino,0
merit,2
meritorious,2
meritoriously,2
mermaid,0
merrily,1
merriment,2
merry,2
merrymaker,0
merrymaking,0
mesa,0
mescaline,0
mesdames,0
mesh,0
mesmerism,0
mesmerize,1
mesquite,0
mess,-1
message,0
messenger,0
messiah,2
messianic,0
messily,-2
messiness,-1
messy,-1
mestizo,0
met,0
metabolic,0
metabolism,0
metabolize,0
metacarpal,0
metal,0
metallic,0
metallurgical,0
metallurgist,0
metallurgy,0
metamorphic,0
metamorphose,0
metamorphoses,0
metamorphosis,0
metaphor,0
metaphorical,0
metaphorically,0
metaphysical,0
metaphysics,0
metastases,-2
metastasis,-2
metastasize,-2
mete,0
meteor,0
meteoric,2
meteorite,0
meteoroid,0
meteorological,0
meteorologist,0
meteorology,0
meter,0
methadone,0
methane,0
methanol,0
method,0
methodical,1
methodically,1
methodist,0
methodological,0
methodology,0
meticulous,2
meticulously,1
meticulousness,2
metier,0
metre,0
metric,0
metrical,0
metrically,0
metro,0
metronome,0
metropolis,0
metropolitan,0
mettle,0
mettlesome,2
mew,0
mexican,0
mezzanine,0
mfg.,0
mfr.,0
mg,0
mgr.,0
mi,0
mi.,0
miasma,0
mica,0
mice,0
microbe,0
microbiologist,0
microbiology,0
microchip,0
microcomputer,0
microcosm,0
microfiche,0
microfilm,0
micrometer,0
micron,0
microorganism,0
microphone,0
microprocessor,0
microscope,0
microscopic,0
microscopically,0
microscopy,0
microsecond,0
microsurgery,0
microwave,0
mid,0
midair,0
midday,0
middle,0
middle-aged,0
middlebrow,-1
middle-class,0
middleman,0
middle-of-the-road,0
middleweight,0
middling,-1
middy,0
midge,0
midget,-1
midland,0
midmost,0
midnight,0
midpoint,0
midriff,0
midshipman,0
midst,0
midstream,0
midsummer,0
midterm,0
midtown,0
midway,0
midweek,0
midwestern,0
midwife,0
midwifery,0
midwinter,0
midwives,0
midyear,0
mien,0
miff,-1
might,0
mightily,2
mightiness,2
mighty,2
migraine,-2
migrant,0
migrate,0
migration,0
migratory,0
mike,0
milch,0
mild,0
mildew,0
mildly,0
mildness,0
mile,0
mileage,0
milepost,0
milestone,0
milieu,0
militancy,-2
militant,-1
militantly,-2
militarily,0
militarism,-1
militarist,-1
militaristic,-1
militarize,0
military,0
militate,0
militia,0
militiaman,0
milk,0
milkiness,0
milkmaid,0
milkman,0
milkshake,0
milksop,-1
milkweed,0
milky,0
mill,0
millennia,0
millennial,0
millennium,0
miller,0
millet,0
milligram,0
milliliter,0
millimeter,0
milliner,0
millinery,0
million,0
millionaire,0
millionth,0
millipede,0
millisecond,0
millstone,0
milquetoast,-1
mime,0
mimeograph,0
mimetic,0
mimic,0
mimicry,0
mimosa,0
min.,0
minaret,0
mince,0
mincemeat,0
mind,0
mind-boggling,0
minded,0
mindful,1
mindfully,1
mindless,-2
mindlessly,-2
mindlessness,-2
mine,0
minefield,-2
miner,0
mineral,0
mineralogist,0
mineralogy,0
minestrone,0
mingle,0
mini,0
miniature,0
miniaturization,0
miniaturize,0
minibike,0
minibus,0
minicam,0
minicomputer,0
minima,0
minimal,0
minimalism,0
minimalist,0
minimally,0
minimize,0
minimum,0
mining,0
minion,0
miniseries,0
miniskirt,0
minister,0
ministerial,0
ministration,0
ministry,0
minivan,0
mink,0
minnow,-1
minor,0
minority,0
minstrel,0
mint,0
minty,0
minuend,0
minuet,0
minus,-1
minuscule,0
minute,0
minutely,0
minuteman,0
minuteness,0
minutes,0
minutia,0
minutiae,0
minx,0
miracle,3
miraculous,3
miraculously,3
mirage,0
mire,-1
mirror,0
mirth,0
mirthful,1
mirthless,-1
misadventure,-2
misanthrope,-2
misanthropic,-2
misanthropy,-2
misapplication,-1
misapply,-1
misapprehend,-1
misapprehension,-1
misappropriate,-2
misappropriation,-2
misbegotten,-2
misbehave,-2
misbehavior,-2
misc.,0
miscalculate,-1
miscalculation,-1
miscarriage,-2
miscarry,-2
miscast,-1
miscegenation,0
miscellaneous,0
miscellany,0
mischance,-1
mischief,-2
mischievous,-1
mischievously,0
mischievousness,-1
misconceive,-1
misconception,-2
misconduct,-2
misconstruction,-1
misconstrue,-1
miscount,-1
miscreant,-2
miscue,-1
misdeed,-2
misdemeanor,-2
misdiagnose,-1
misdirect,-1
misdirection,-1
misdoing,-2
miser,-2
miserable,-2
miserably,-2
miserliness,-2
miserly,-2
misery,-2
misfire,-1
misfit,-1
misfortune,-2
misgiving,-1
misgovern,-1
misguided,-2
misguidedly,-2
mishandle,-2
mishap,-2
mishmash,0
misidentify,-1
misinform,-1
misinformation,-2
misinterpret,-1
misinterpretation,-1
misjudge,-1
misjudgment,-1
mislaid,-1
mislay,-1
mislead,-2
misleading,-2
misled,-2
mismanage,-2
mismanagement,-2
mismatch,-1
misnomer,0
misogynist,-2
misogyny,-2
misplace,-1
misprint,-1
mispronounce,-1
mispronunciation,-1
misquotation,-1
misquote,-1
misread,-1
misrepresent,-2
misrepresentation,-2
misrule,-2
miss,-1
missal,0
misshapen,-1
missile,0
missing,-1
mission,0
missionary,0
missive,0
misspell,-1
misspelling,-1
misspelt,-1
misspend,-1
misspent,-1
misstate,-1
misstatement,-1
misstep,-2
mist,0
mistake,-2
mistaken,-1
mistakenly,-1
mister,0
mistily,0
mistiness,0
mistletoe,0
mistook,-1
mistreat,-2
mistreatment,-2
mistress,-2
mistrial,-2
mistrust,-1
mistrustful,-2
misty,0
misunderstand,-1
misunderstanding,-2
misunderstood,-2
misuse,-2
mite,0
miter,0
mitigate,1
mitigation,0
mitosis,0
mitt,0
mitten,0
mix,0
mixed,0
mixed-up,-1
mixer,0
mixture,0
mizzenmast,0
ml,0
mm,0
mnemonic,0
mo.,0
moan,-1
moat,0
mob,0
mobile,1
mobility,0
mobilization,0
mobilize,0
mobster,-2
moccasin,0
mocha,0
mock,-1
mocker,-2
mockery,-2
mockingbird,0
mockingly,-2
modal,0
mode,0
model,0
modem,0
moderate,1
moderately,0
moderation,0
moderator,0
modern,1
modernism,0
modernistic,0
modernity,0
modernization,0
modernize,1
modest,2
modestly,2
modesty,1
modicum,0
modification,0
modifier,0
modify,0
modish,1
modular,0
modulate,0
modulation,0
modulator,0
module,0
mogul,0
mohair,0
mohammedan,0
moiety,0
moire,0
moist,0
moisten,0
moistness,0
moisture,0
moisturize,0
moisturizer,0
molar,0
molasses,0
mold,0
molder,-1
moldiness,-2
molding,0
moldy,-1
mole,0
molecular,0
molecule,0
molehill,0
moleskin,0
molest,-2
molestation,-2
molester,-2
mollification,0
mollify,0
mollusk,0
mollycoddle,-2
molt,0
molten,0
molybdenum,0
mom,0
moment,0
momentarily,0
momentary,0
momentous,2
momentum,0
momma,0
mommy,0
monarch,0
monarchic,0
monarchical,0
monarchism,0
monarchist,0
monarchy,0
monastery,0
monastic,0
monasticism,0
monetary,0
money,0
moneyed,0
moneymaker,0
mongolian,0
mongoloid,0
mongoose,0
mongrel,-1
moniker,0
monitor,0
monk,0
monkey,-1
mono,0
monochromatic,0
monochrome,0
monocle,0
monogamous,1
monogamy,0
monogram,0
monograph,0
monolingual,0
monolith,0
monolithic,0
monolog,0
monologue,0
monomania,-2
monomaniac,-2
mononucleosis,-2
monophonic,0
monopolist,0
monopolistic,-2
monopolization,-1
monopolize,-1
monopoly,0
monorail,0
monosyllabic,0
monosyllable,0
monotheism,0
monotheist,0
monotheistic,0
monotone,-1
monotonous,-2
monotonously,-1
monotony,-1
monsignor,0
monsoon,0
monster,-2
monstrosity,-2
monstrous,-2
monstrously,-2
montage,0
month,0
monthly,0
monument,1
monumental,2
monumentally,0
moo,0
mooch,-1
mood,0
moodily,-2
moodiness,-2
moody,-1
moon,0
moonbeam,0
moonlight,0
moonlighter,0
moonlit,0
moonscape,0
moonshine,0
moonshot,0
moonstone,0
moonstruck,0
moor,0
mooring,0
moose,0
moot,-1
mop,0
mope,-1
moped,0
moppet,0
moraine,0
moral,2
morale,0
moralist,0
moralistic,1
morality,1
moralize,0
morally,1
morals,0
morass,0
moratoria,0
moratorium,0
morbid,-2
morbidity,-2
morbidly,-2
mordant,-1
more,0
moreover,0
mores,0
morgue,0
moribund,-2
mormon,0
morn,0
morning,0
moroccan,0
morocco,0
moron,-2
moronic,-2
morose,-1
morosely,-2
moroseness,-2
morpheme,0
morphine,0
morphological,0
morphology,0
morrow,0
morsel,0
mortal,0
mortality,0
mortally,0
mortar,0
mortarboard,0
mortgage,0
mortgagee,0
mortgager,0
mortgagor,0
mortician,0
mortification,-1
mortify,-2
mortise,0
mortuary,0
mosaic,0
mosey,0
moslem,0
mosque,0
mosquito,0
moss,0
mossy,0
most,0
mostly,0
mote,0
motel,0
moth,0
mothball,0
moth-eaten,-1
mother,0
motherfucker,-3
motherfucking,-3
motherhood,0
motherland,0
motherless,-1
motherliness,0
motherly,2
motif,0
motile,0
motion,0
motionless,-1
motivate,2
motivation,0
motive,0
motley,-1
motocross,0
motor,0
motorbike,0
motorboat,0
motorcade,0
motorcar,0
motorcycle,0
motorcyclist,0
motorist,0
motorize,0
mottled,0
motto,0
mould,0
moult,0
mound,0
mount,0
mountain,0
mountaineer,0
mountainous,0
mountaintop,0
mountebank,0
mounting,0
mourn,-2
mourner,-1
mournful,-2
mournfully,-2
mournfulness,-1
mourning,-2
mouse,0
mouser,0
mousetrap,0
mousiness,0
mousse,0
moustache,0
mousy,0
mouth,0
mouthful,0
mouthpiece,0
mouthwash,0
mouth-watering,2
movable,0
move,0
moveable,0
movement,0
mover,0
movie,0
moving,0
mow,0
mower,0
mown,0
mozzarella,0
mpg,0
mph,0
much,0
mucilage,0
muck,0
muckrake,-1
muckraker,-1
mucky,-1
mucous,0
mucus,0
mud,0
muddiness,0
muddle,-1
muddy,-1
mudslide,-2
mudslinger,-2
mudslinging,-2
muezzin,0
muff,0
muffin,0
muffle,0
muffler,0
mufti,0
mug,-2
mugger,-2
mugginess,-1
muggy,-1
muhammadan,0
mukluk,0
mulatto,0
mulberry,0
mulch,0
mule,0
muleteer,0
mulish,-1
mulishly,-1
mulishness,-1
mull,0
mullah,0
mullet,0
multicolored,0
multicultural,1
multiculturalism,0
multifaceted,0
multifarious,0
multilateral,0
multilingual,0
multimedia,0
multimillionaire,0
multinational,0
multiple,0
multiple-choice,0
multiplex,0
multiplicand,0
multiplication,0
multiplicity,0
multiplier,0
multiply,0
multipurpose,1
multiracial,0
multitude,0
multitudinous,0
mum,0
mumble,0
mumbler,-1
mummer,0
mummification,0
mummify,0
mummy,0
mumps,-2
munch,0
munchies,0
mundane,-1
mundanely,-1
municipal,0
municipality,0
munificence,0
munificent,2
munitions,0
mural,0
muralist,0
murder,-3
murderer,-2
murderess,-2
murderous,-2
murderously,-2
murk,0
murkily,-1
murkiness,-1
murky,-1
murmur,0
muscatel,0
muscle,0
muscle-bound,0
muscular,0
muscularity,0
musculature,0
muse,0
museum,0
mush,0
mushroom,0
mushy,-1
music,0
musical,2
musically,0
musician,0
musicologist,0
musicology,0
musk,0
musket,0
musketeer,0
muskiness,0
muskmelon,0
muskrat,0
musky,0
muslim,0
muslin,0
muss,0
mussel,0
mussy,-1
must,0
mustache,0
mustang,0
mustard,0
muster,0
mustiness,-1
musty,-1
mutability,0
mutable,0
mutant,-2
mutate,0
mutation,-1
mute,-1
mutely,0
muteness,-1
mutilate,-2
mutilation,-2
mutineer,-2
mutinous,-2
mutiny,-2
mutt,0
mutter,0
mutton,0
mutual,0
mutually,0
muumuu,0
muzzle,0
my,0
myna,0
mynah,0
myopia,0
myopic,-1
myriad,0
myrrh,0
myrtle,0
myself,0
mysterious,0
mysteriously,0
mysteriousness,0
mystery,0
mystic,0
mystical,0
mystically,0
mysticism,0
mystification,0
mystify,-1
mystique,0
myth,0
mythical,0
mythological,0
mythology,0
n,0
n.,0
nab,0
nabob,0
nachos,0
nadir,-1
nag,-1
naiad,0
nail,0
naive,-2
naively,-2
naivete,-2
naked,0
nakedly,0
nakedness,0
namby-pamby,-2
name,0
nameless,0
namely,0
namesake,0
nanny,0
nanosecond,0
nap,0
napalm,0
nape,0
naphtha,0
napkin,0
narc,0
narcissi,-1
narcissism,-2
narcissist,-2
narcissistic,-2
narcissus,-1
narcosis,-1
narcotic,-1
nark,-1
narrate,0
narration,0
narrative,0
narrator,0
narrow,-1
narrowly,0
narrow-minded,-2
narrowness,0
narwhal,0
nary,0
nasal,0
nasally,0
nascent,0
nastily,-2
nastiness,-2
nasturtium,0
nasty,-2
natal,0
nation,0
national,0
nationalism,0
nationalist,0
nationalistic,0
nationality,0
nationalization,0
nationalize,0
nationally,0
nationwide,0
native,0
nativity,0
natl.,0
nattily,1
natty,0
natural,1
naturalism,0
naturalist,0
naturalistic,2
naturalization,0
naturalize,0
naturally,0
naturalness,1
nature,0
naught,-1
naughtily,-1
naughtiness,-1
naughty,-2
nausea,-2
nauseate,-2
nauseatingly,-2
nauseous,-1
nautical,0
nautically,0
nautili,0
nautilus,0
naval,0
nave,0
navel,0
navigability,0
navigable,1
navigate,0
navigation,0
navigator,0
navy,0
nay,-1
naysayer,-1
nazi,-2
neanderthal,0
neapolitan,0
near,0
nearby,0
nearly,0
nearness,0
nearsighted,-1
nearsightedness,0
neat,2
neath,0
neatly,1
neatness,2
nebula,0
nebulae,0
nebular,0
nebulous,-1
necessarily,0
necessary,0
necessitate,0
necessity,0
neck,0
neckerchief,0
necklace,0
neckline,0
necktie,0
necromancer,-2
necromancy,-2
nectar,0
nectarine,0
nee,0
need,0
needful,-1
neediness,-2
needle,-1
needlepoint,0
needless,-2
needlessly,-2
needlework,0
needs,0
needy,-2
ne'er,0
nefarious,-2
nefariously,-2
negate,-1
negation,-1
negative,-2
negatively,-2
neglect,-2
neglectful,-2
neglectfully,-2
negligee,0
negligence,-2
negligent,-2
negligently,-2
negligible,0
negotiable,1
negotiate,0
negotiation,0
negotiator,0
negro,0
